Number;Age;Language;CulturalProfile;Gender;Province;Income;Favoured_Product;JoinYear;Overdue;CurrentMOP;ClusterGroup
35592;69;English;3;Male;NW;G;Product3;2010;0;Debit;5
35598;69;English;2;Male;NW;B;Product3;2008;1;Cash;6
35606;69;Afrikaans;3;Male;NW;F;Product1;1995;0;Debit;1
35616;69;English;3;Female;NW;H;Product1;1987;0;Debit;7
35632;69;English;2;Male;NW;I;Product3;2011;0;Debit;2
35639;69;English;2;Female;NW;H;Product3;2012;0;Cash;2
35644;69;English;2;Male;NW;F;Product1;2009;0;Debit;5
35666;69;English;3;Male;NW;;Product1;1994;0;Debit;7
35855;70;English;3;Female;NW;I;Product3;2008;1;Cash;2
35860;70;English;2;Female;NW;I;Product3;2010;0;Cash;2
35861;70;Afrikaans;3;Male;NW;C;Product1;1989;1;Cash;1
35866;70;English;2;Male;NW;I;Product6;2010;0;Cash;2
35868;70;Afrikaans;3;Male;NW;;Product1;2013;0;Debit;1
35874;70;Afrikaans;3;Female;NW;B;Product1;2003;0;Debit;1
35879;70;Afrikaans;3;Male;NW;I;Product1;1988;0;Debit;1
35904;70;Afrikaans;3;Female;NW;I;Product10;2010;0;Debit;1
35935;70;English;2;Female;NW;;Product3;2009;1;Cash;6
36023;71;English;2;Female;NW;H;Product5;2009;0;Cash;2
36085;71;English;3;Female;NW;I;Product1;2010;0;Cash;2
36091;71;English;2;Male;NW;I;Product10;2007;0;Cash;2
36247;72;English;2;Female;NW;I;Product3;2010;1;Cash;2
36288;72;English;3;Female;NW;I;Product10;2011;1;Debit;2
36304;72;Afrikaans;3;Female;NW;I;Product1;2010;0;Debit;1
36321;72;Afrikaans;3;Female;NW;B;Product1;1994;1;Cash;1
36345;72;English;3;Male;NW;A;Product1;1987;0;Debit;7
36412;73;Afrikaans;3;Male;NW;;Product4;2013;0;Cash;1
36492;73;English;2;Male;NW;;Product3;2013;0;Cash;6
36496;73;Afrikaans;3;Male;NW;I;Product1;1989;0;Cash;1
36523;73;English;3;Male;NW;A;Product1;2001;0;Debit;7
36539;73;English;3;Male;NW;F;Product1;1997;0;Cash;7
36540;73;Afrikaans;3;Female;NW;H;Product10;1996;0;Cash;1
36548;73;Afrikaans;3;Female;NW;H;Product10;2005;0;Debit;1
36557;73;Afrikaans;3;Female;NW;G;Product10;2008;0;Debit;1
36564;73;English;3;Male;NW;E;Product1;1987;0;Debit;7
36568;73;Afrikaans;3;Male;NW;E;Product1;1993;0;Debit;1
36618;74;English;3;Male;NW;H;Product1;1996;0;Debit;7
36634;74;Afrikaans;3;Male;NW;H;Product1;1994;0;Debit;1
36646;74;English;3;Male;NW;F;Product1;1994;0;Debit;7
36651;74;English;3;Male;NW;A;Product1;1995;0;Debit;7
36681;74;English;3;Male;NW;I;Product10;2009;0;Debit;2
36687;74;English;2;Female;NW;I;Product3;2009;1;Cash;2
36720;74;English;3;Male;NW;H;Product10;1999;0;Debit;7
36731;74;English;3;Female;NW;;Product3;2010;1;Cash;6
36738;74;English;2;Male;NW;I;Product3;2011;1;Cash;2
36769;75;English;3;Female;NW;I;Product10;2011;0;Debit;7
36793;75;Afrikaans;3;Male;NW;H;Product1;1996;0;Debit;1
36802;75;Afrikaans;3;Male;NW;I;Product1;1997;1;Cash;1
36810;75;Afrikaans;3;Male;NW;H;Product1;1996;0;Debit;1
36882;75;Afrikaans;3;Male;NW;;Product6;2013;1;Debit;1
36928;76;English;3;Male;NW;H;Product1;1993;0;Debit;7
36930;76;English;3;Female;NW;H;Product1;1995;0;Debit;7
36953;76;Afrikaans;3;Male;NW;H;Product1;2002;0;Debit;1
37098;77;Afrikaans;3;Male;NW;I;Product1;1997;0;Debit;1
37160;78;English;2;Male;NW;I;Product6;2009;0;Cash;2
37163;78;Afrikaans;3;Male;NW;B;Product1;1995;0;Debit;1
37189;78;Afrikaans;3;Male;NW;H;Product1;1991;0;Debit;1
37192;78;English;3;Female;NW;I;Product3;2010;1;Cash;2
37222;78;English;2;Female;NW;I;Product3;2011;0;Cash;2
37224;78;English;2;Male;NW;I;Product3;2011;1;Cash;2
37225;78;Afrikaans;3;Male;NW;G;Product1;1999;0;Debit;1
37230;78;English;3;Female;NW;;Product5;2013;0;Cash;6
37239;78;Afrikaans;3;Male;NW;D;Product1;2006;0;Cash;1
37242;78;English;2;Female;NW;H;Product3;2012;0;Debit;5
37274;79;English;2;Female;NW;;Product4;2013;0;Cash;6
37336;79;Afrikaans;3;Male;NW;I;Product1;1996;0;Debit;1
37353;80;Afrikaans;3;Female;NW;I;Product6;2008;0;Cash;1
37360;80;Afrikaans;3;Male;NW;I;Product1;2007;0;Debit;1
37363;80;English;1;Male;NW;H;Product1;1989;0;Debit;7
37394;80;Afrikaans;3;Female;NW;H;Product1;1997;0;Debit;1
37408;80;English;3;Female;NW;H;Product1;1992;0;Debit;7
37411;80;Afrikaans;3;Male;NW;C;Product1;1992;0;Debit;1
37417;80;Afrikaans;3;Female;NW;I;Product10;2011;0;Cash;1
37457;81;English;2;Male;NW;I;Product3;2007;0;Debit;2
37480;81;Afrikaans;3;Female;NW;I;Product10;2001;0;Debit;1
37482;81;English;2;Male;NW;I;Product3;2008;0;Cash;2
37496;81;English;3;Female;NW;I;Product9;2012;0;Debit;7
37553;82;English;3;Female;NW;;Product1;2013;0;Debit;4
37562;83;English;3;Female;NW;H;Product10;2009;0;Debit;7
37568;83;Afrikaans;3;Male;NW;E;Product1;1990;0;Debit;1
37575;83;Afrikaans;3;Male;NW;H;Product1;2002;1;Debit;1
37600;83;English;3;Female;NW;I;Product1;2002;0;Debit;7
37625;83;English;2;Female;NW;;Product1;2010;0;Cash;6
37665;84;English;2;Male;NW;I;Product1;1997;0;Debit;7
37667;84;English;3;Female;NW;H;Product7;1993;0;Debit;7
37718;85;English;3;Male;NW;I;Product7;2002;0;Debit;7
37762;86;Afrikaans;3;Male;NW;I;Product1;1996;0;Debit;1
37776;87;English;3;Female;NW;I;Product1;1999;0;Debit;7
37797;87;English;3;Male;NW;H;Product1;1997;0;Debit;7
37799;88;Afrikaans;3;Male;NW;I;Product1;2007;1;Cash;1
37850;91;Afrikaans;3;Male;NW;I;Product1;1997;1;Cash;1
8799;33;English;2;Male;U;D;Product1;2002;1;Cash;4
9705;34;English;2;Male;U;H;Product6;2003;0;Cash;2
10160;35;English;3;Male;U;B;Product1;2001;0;Debit;4
11208;36;English;3;Female;U;C;Product1;2003;0;Debit;4
11217;36;English;3;Male;U;A;Product1;1997;0;Debit;4
11406;36;English;3;Male;U;E;Product1;2004;0;Debit;4
12889;37;English;2;Male;U;;Product6;2001;0;Cash;6
13991;38;English;3;Female;U;C;Product1;2000;0;Debit;4
14787;39;English;3;Male;U;F;Product1;1997;0;Debit;7
14809;39;English;3;Male;U;I;Product1;1998;0;Debit;7
15712;40;English;3;Male;U;B;Product1;2001;0;Cash;4
16643;41;English;1;Male;U;;Product4;1996;0;Cash;6
16823;41;Afrikaans;3;Male;U;C;Product10;2001;0;Cash;1
17155;41;English;3;Male;U;A;Product1;1997;0;Debit;7
17434;41;English;1;Male;U;;Product3;2002;1;Cash;6
17897;42;Afrikaans;3;Male;U;B;Product1;1997;0;Cash;1
18255;42;English;2;Male;U;B;Product3;2003;0;Debit;5
18822;43;Afrikaans;3;Male;U;B;Product1;1996;0;Debit;1
19002;43;English;3;Female;U;;Product3;2001;0;Cash;6
19067;43;English;1;Female;U;;Product3;2002;1;Cash;6
19167;43;English;2;Female;U;E;Product6;2004;1;Cash;2
19342;43;Afrikaans;3;Male;U;A;Product1;1993;0;Debit;1
19476;43;English;3;Female;U;A;Product1;1999;0;Debit;4
19499;43;English;3;Male;U;A;Product1;1996;0;Debit;7
19579;44;English;2;Female;U;A;Product1;2002;1;Cash;4
19778;44;Afrikaans;3;Male;U;A;Product1;1994;0;Debit;1
20117;44;English;3;Female;U;C;Product1;1999;0;Cash;4
20181;44;English;1;Male;U;B;Product1;1998;0;Debit;5
20359;44;English;3;Male;U;B;Product1;1995;0;Debit;7
20380;44;English;2;Male;U;A;Product1;2003;1;Cash;4
20816;45;English;3;Male;U;C;Product1;1996;1;Cash;7
20923;45;English;3;Female;U;C;Product1;1990;0;Debit;7
20958;45;English;3;Male;U;E;Product1;1992;0;Debit;7
21097;45;Afrikaans;3;Male;U;H;Product6;2004;1;Cash;1
21152;45;English;2;Male;U;C;Product3;2000;0;Cash;2
21191;45;English;3;Male;U;A;Product1;1995;0;Debit;7
21384;45;English;2;Male;U;B;Product3;2001;1;Cash;6
21922;46;Afrikaans;3;Male;U;C;Product6;1995;0;Debit;1
22321;46;English;3;Male;U;C;Product1;1995;0;Debit;7
23156;47;Afrikaans;3;Male;U;F;Product1;1998;0;Debit;1
23158;47;Afrikaans;3;Male;U;C;Product3;2001;1;Debit;1
23443;47;English;2;Male;U;B;Product3;2000;0;Cash;6
23494;48;English;3;Male;U;C;Product1;2003;0;Debit;4
23551;48;English;3;Female;U;B;Product1;2000;0;Debit;4
24061;48;Afrikaans;3;Male;U;G;Product1;1998;0;Debit;1
24079;48;Afrikaans;3;Male;U;C;Product7;1990;1;Cash;1
24123;48;English;3;Male;U;C;Product1;1994;0;Debit;7
24133;48;Afrikaans;3;Male;U;C;Product1;1991;0;Debit;1
24280;48;English;2;Female;U;E;Product3;1995;0;Debit;5
24395;49;Afrikaans;3;Female;U;E;Product1;2003;0;Debit;1
24416;49;Afrikaans;3;Male;U;I;Product1;1994;0;Cash;1
24451;49;English;3;Male;U;G;Product6;1997;0;Debit;7
24490;49;Afrikaans;3;Male;U;A;Product1;1996;0;Debit;1
24764;49;English;3;Female;U;C;Product3;2002;0;Cash;2
24789;49;English;3;Female;U;C;Product3;1999;0;Cash;6
25224;50;Afrikaans;3;Male;U;B;Product1;1994;0;Debit;1
25362;50;Afrikaans;3;Male;U;;Product1;1989;0;Debit;1
25658;50;English;3;Female;U;I;Product1;1988;0;Debit;7
25794;50;English;3;Male;U;B;Product1;2000;0;Debit;4
26103;51;Afrikaans;3;Male;U;A;Product1;1999;0;Debit;1
26204;51;Afrikaans;3;Male;U;B;Product1;1992;0;Debit;1
26333;51;English;2;Male;U;G;Product3;2002;1;Cash;2
26364;51;English;3;Male;U;I;Product3;1995;0;Cash;2
26701;51;Afrikaans;3;Male;U;D;Product7;1997;0;Debit;1
26932;52;English;2;Female;U;G;Product3;2001;0;Debit;2
27047;52;Afrikaans;3;Female;U;F;Product6;1999;0;Cash;1
27071;52;English;3;Male;U;E;Product1;1994;0;Debit;7
27186;52;English;2;Female;U;B;Product1;2002;1;Cash;4
27248;52;Afrikaans;3;Male;U;;Null;1989;0;Cash;1
27295;52;English;3;Female;U;D;Product7;1993;0;Cash;7
27318;52;English;3;Male;U;B;Product1;1989;0;Debit;7
27421;52;English;2;Male;U;E;Product3;2000;1;Cash;6
27840;53;English;2;Female;U;H;Product6;2000;0;Cash;2
27859;53;Afrikaans;3;Female;U;;Product1;1989;0;Cash;1
27865;53;English;3;Male;U;I;Product1;2003;0;Cash;2
28150;53;English;3;Female;U;G;Product1;1998;0;Debit;7
28166;53;English;3;Male;U;A;Product1;1995;0;Debit;7
28216;53;English;3;Male;U;A;Product1;1990;0;Debit;7
28239;53;Afrikaans;3;Male;U;B;Product1;1992;0;Debit;1
28319;54;Afrikaans;3;Male;U;E;Product1;1996;0;Debit;1
28409;54;English;2;Male;U;E;Product3;2004;1;Cash;2
28455;54;English;2;Female;U;B;Product1;1997;0;Debit;7
28515;54;English;3;Male;U;B;Product1;1990;0;Debit;7
28553;54;English;2;Male;U;;Product3;2003;1;Cash;6
28559;54;English;3;Female;U;;Product1;1992;0;Cash;7
28579;54;English;3;Female;U;C;Product7;1997;0;Debit;7
28584;54;English;3;Male;U;H;Product1;1989;0;Debit;7
28679;54;Afrikaans;3;Female;U;D;Product10;2004;0;Debit;1
28733;54;Afrikaans;3;Male;U;E;Product1;1987;0;Debit;1
28835;54;English;2;Male;U;A;Product1;1991;1;Debit;7
28876;54;English;1;Male;U;A;Product1;1988;0;Debit;7
28985;54;Afrikaans;3;Female;U;H;Product1;2002;0;Cash;1
29007;55;English;3;Female;U;;Product1;1994;0;Debit;7
29288;55;Afrikaans;3;Male;U;D;Product1;1997;0;Debit;1
29337;55;English;2;Female;U;I;Product6;2003;0;Cash;2
29472;55;English;3;Male;U;I;Product1;2004;0;Cash;2
29521;55;English;1;Male;U;A;Product1;1998;0;Debit;5
29544;55;English;2;Male;U;B;Product6;2004;1;Cash;6
29712;55;Afrikaans;3;Male;U;E;Product1;1991;0;Debit;1
29759;56;English;3;Female;U;E;Product10;1999;0;Debit;7
29991;56;English;3;Male;U;C;Product1;1997;0;Debit;7
30016;56;English;3;Male;U;A;Product1;1990;0;Debit;7
30038;56;Afrikaans;3;Female;U;H;Product1;1992;0;Debit;1
30049;56;English;2;Male;U;G;Product3;1999;1;Cash;2
30080;56;Afrikaans;3;Male;U;C;Product1;1999;0;Debit;1
30099;56;Afrikaans;3;Male;U;C;Product7;1993;0;Debit;1
30128;56;Afrikaans;3;Male;U;;Product4;1994;0;Cash;1
30162;56;English;3;Female;U;F;Product1;2004;0;Debit;7
30500;57;English;2;Female;U;F;Product6;2001;0;Cash;2
30623;57;English;3;Male;U;C;Product1;1990;0;Cash;7
30825;57;Afrikaans;3;Male;U;I;Product6;2004;0;Debit;1
30902;57;English;3;Male;U;;Product1;1990;0;Cash;7
30924;57;English;2;Female;U;H;Product1;2000;0;Cash;2
30949;57;Afrikaans;3;Female;U;I;Product1;2002;0;Debit;1
31051;58;English;2;Female;U;H;Product6;2001;0;Cash;2
31146;58;English;3;Male;U;;Product1;1995;0;Debit;7
31290;58;English;3;Male;U;F;Product1;1988;0;Debit;7
31421;58;English;3;Male;U;G;Product1;1989;0;Debit;7
31587;59;English;3;Male;U;B;Product1;1991;0;Debit;7
31625;59;Afrikaans;3;Male;U;G;Product1;1994;0;Debit;1
31681;59;Afrikaans;3;Male;U;B;Product1;1997;0;Debit;1
31685;59;Afrikaans;3;Male;U;A;Product1;1991;0;Debit;1
31690;59;Afrikaans;3;Male;U;I;Product6;1997;0;Cash;1
31714;59;Afrikaans;3;Male;U;A;Product1;1989;0;Debit;1
31775;59;Afrikaans;3;Female;U;C;Product1;1998;1;Debit;1
31821;59;Afrikaans;3;Male;U;B;Product7;1997;0;Debit;1
31828;59;Afrikaans;3;Female;U;I;Product6;2002;0;Cash;1
31925;59;Afrikaans;3;Male;U;H;Product1;1996;0;Cash;1
31959;59;English;3;Male;U;B;Product1;1989;0;Debit;7
31990;59;English;1;Male;U;C;Product1;1992;0;Cash;7
32057;59;English;2;Female;U;C;Product1;2000;0;Cash;4
32097;60;English;3;Male;U;B;Product1;1997;0;Debit;7
32113;60;English;3;Female;U;G;Product1;2001;0;Debit;7
32161;60;English;2;Male;U;A;Product1;2002;0;Debit;4
32166;60;English;2;Male;U;B;Product1;1988;0;Cash;7
32182;60;English;2;Male;U;G;Product6;2001;0;Cash;2
32341;60;English;3;Male;U;I;Product6;2000;1;Cash;2
32421;60;English;3;Male;U;A;Product1;1990;0;Debit;7
32464;60;English;3;Male;U;E;Product7;1991;0;Debit;7
32480;60;Afrikaans;3;Male;U;B;Product1;1996;0;Debit;1
32494;60;Afrikaans;2;Female;U;;Product1;2004;0;Cash;1
32623;61;English;2;Male;U;H;Product6;2001;1;Cash;2
32710;61;English;2;Male;U;A;Product1;1989;0;Debit;7
32740;61;English;3;Female;U;G;Product1;1999;0;Debit;7
33223;62;English;3;Male;U;C;Product1;1999;0;Debit;7
33274;62;English;3;Male;U;A;Product1;1988;0;Debit;7
33331;62;Afrikaans;3;Male;U;B;Product7;1996;0;Debit;1
33351;62;Afrikaans;3;Male;U;H;Product1;1990;0;Debit;1
33433;62;English;3;Male;U;B;Product1;1993;0;Debit;7
33488;63;English;3;Male;U;C;Product1;1993;0;Debit;7
33538;63;English;3;Female;U;E;Product6;2002;0;Debit;7
33644;63;Afrikaans;3;Male;U;C;Product1;1992;0;Debit;1
33669;63;Afrikaans;3;Male;U;E;Product1;1989;0;Debit;1
33753;63;English;3;Male;U;I;Product1;2004;0;Debit;7
33815;63;Afrikaans;3;Male;U;F;Product1;1988;0;Debit;1
33827;63;English;3;Female;U;F;Product1;1987;0;Debit;7
33985;64;Afrikaans;3;Male;U;C;Product1;1998;0;Debit;1
33995;64;English;2;Male;U;C;Product3;2001;1;Cash;6
34046;64;Afrikaans;3;Female;U;I;Product1;1997;0;Debit;1
34053;64;English;2;Female;U;I;Product6;2002;1;Cash;2
34065;64;English;3;Male;U;C;Product1;2003;0;Debit;4
34085;64;English;3;Female;U;G;Product1;1991;0;Debit;7
34261;64;Afrikaans;3;Male;U;;Product1;1989;0;Debit;1
34376;65;English;3;Female;U;E;Product1;2002;0;Debit;7
34390;65;English;2;Male;U;;Product3;1994;0;Cash;6
34398;65;Afrikaans;3;Male;U;I;Product7;1991;0;Cash;1
34401;65;Afrikaans;3;Female;U;C;Null;1990;0;Debit;1
34408;65;English;3;Female;U;F;Product1;2004;0;Debit;4
34422;65;Afrikaans;3;Male;U;H;Product1;1990;0;Cash;1
34473;65;English;3;Male;U;D;Product1;2004;0;Debit;4
34519;65;Afrikaans;3;Female;U;F;Product1;1997;0;Debit;1
34546;65;English;2;Male;U;G;Product3;1991;1;Debit;7
34602;65;English;3;Male;U;C;Product1;1993;0;Debit;7
34659;66;Afrikaans;3;Male;U;B;Product1;1991;0;Debit;1
34683;66;Afrikaans;3;Female;U;;Null;1999;0;Cash;1
34699;66;Afrikaans;3;Female;U;I;Product6;2004;0;Cash;1
34723;66;Afrikaans;3;Male;U;H;Product1;1997;1;Debit;1
34748;66;English;3;Male;U;B;Product1;1989;0;Debit;7
34751;66;Afrikaans;3;Male;U;E;Product1;1990;0;Debit;1
34917;66;English;3;Female;U;G;Product6;2001;0;Debit;7
34958;66;English;3;Male;U;G;Product1;1990;0;Cash;7
34971;66;Afrikaans;3;Male;U;F;Product1;1992;0;Debit;1
35070;67;Afrikaans;3;Male;U;G;Product1;1994;0;Debit;1
35332;68;English;1;Male;U;C;Product1;2002;0;Debit;5
35612;69;English;3;Male;U;;Product6;1999;0;Cash;6
35650;69;Afrikaans;3;Male;U;I;Product1;1998;0;Debit;1
35711;69;English;3;Male;U;G;Product1;1994;0;Debit;7
35747;69;English;3;Male;U;H;Product1;1992;0;Debit;7
35815;70;English;2;Male;U;H;Product3;2000;0;Debit;5
35896;70;Afrikaans;3;Male;U;H;Product1;1988;0;Debit;1
35920;70;Afrikaans;3;Male;U;H;Product1;1996;0;Debit;1
35968;70;Afrikaans;3;Female;U;I;Product1;1993;0;Debit;1
36062;71;Afrikaans;3;Male;U;C;Product1;1995;0;Debit;1
36127;71;English;3;Male;U;C;Product1;1989;0;Debit;7
36129;71;English;3;Male;U;;Product1;1999;0;Debit;7
36189;71;Afrikaans;3;Male;U;H;Product1;1990;0;Debit;1
36223;72;Afrikaans;3;Male;U;G;Product1;1999;0;Debit;1
36233;72;English;3;Male;U;I;Product1;1989;0;Debit;7
36234;72;Afrikaans;3;Male;U;C;Product10;1990;0;Debit;1
36295;72;English;3;Male;U;I;Product1;1991;0;Debit;7
36299;72;English;3;Female;U;I;Product1;1998;0;Debit;7
36300;72;Afrikaans;3;Male;U;H;Product1;1998;0;Debit;1
36424;73;English;3;Female;U;I;Product1;1990;0;Debit;7
36451;73;Afrikaans;3;Male;U;H;Product7;1991;0;Debit;1
36463;73;English;2;Female;U;H;Product1;2001;0;Debit;7
36535;73;English;2;Female;U;H;Product1;1993;0;Debit;7
36554;73;English;3;Male;U;A;Product1;1988;1;Cash;7
36559;73;English;3;Male;U;G;Product1;1990;0;Debit;7
36596;74;Afrikaans;3;Female;U;H;Product1;1996;0;Debit;1
36699;74;English;3;Male;U;G;Product1;1990;0;Debit;7
36716;74;English;3;Male;U;F;Product1;1994;0;Debit;7
36752;75;English;1;Female;U;H;Product1;2003;0;Debit;5
36785;75;English;1;Male;U;I;Product6;2004;0;Cash;2
36845;75;English;3;Male;U;H;Product1;2002;0;Debit;7
36902;76;Afrikaans;3;Male;U;F;Product1;1998;0;Debit;1
36911;76;English;3;Male;U;H;Product6;1992;0;Cash;7
36972;76;English;3;Male;U;H;Product1;1992;0;Debit;7
37005;76;English;3;Male;U;I;Product7;1992;0;Debit;7
37039;77;Afrikaans;3;Male;U;F;Product1;2002;0;Debit;1
37068;77;English;3;Male;U;D;Product1;1987;0;Debit;7
37070;77;English;3;Male;U;C;Product1;1988;0;Debit;7
37105;77;English;3;Female;U;H;Product10;1993;0;Debit;7
37143;77;English;1;Female;U;H;Product1;1989;1;Cash;7
37213;78;English;3;Male;U;;Product7;1993;0;Debit;7
37226;78;English;3;Male;U;E;Product1;1989;0;Debit;7
37257;79;Afrikaans;3;Male;U;H;Product7;1992;0;Debit;1
37273;79;English;3;Male;U;H;Product1;1994;0;Cash;7
37295;79;English;3;Female;U;I;Product1;1988;0;Debit;7
37312;79;Afrikaans;3;Male;U;H;Product1;1996;0;Debit;1
37326;79;English;3;Female;U;H;Product1;1993;0;Debit;7
37362;80;English;3;Male;U;I;Product10;2003;0;Debit;7
37376;80;English;3;Male;U;H;Product1;2004;0;Debit;7
37497;81;English;3;Female;U;H;Product1;1989;0;Debit;7
37535;82;English;3;Female;U;;Product1;2004;0;Cash;4
37612;83;Afrikaans;3;Male;U;F;Product1;2001;0;Debit;1
37620;83;English;3;Male;U;G;Product1;1994;0;Debit;7
37630;84;Afrikaans;3;Male;U;I;Product1;1997;0;Debit;1
37643;84;English;3;Female;U;H;Null;1994;0;Debit;7
37724;85;Afrikaans;3;Male;U;I;Product1;2000;1;Cash;1
37737;86;English;3;Female;U;;Product1;1999;0;Debit;7
37752;86;English;3;Male;U;I;Product7;1989;0;Debit;7
37772;87;Afrikaans;3;Male;U;I;Product1;2002;0;Debit;1
37791;87;English;3;Female;U;I;Product1;2000;0;Debit;7
37809;88;English;3;Male;U;H;Product1;1998;0;Debit;7
37817;88;English;3;Male;U;;Product1;1988;0;Cash;7
37843;90;English;3;Female;U;I;Product1;1994;0;Debit;7
37878;93;English;3;Male;U;H;Product1;1993;0;Debit;7
37889;94;English;3;Female;U;H;Product1;1991;0;Debit;7
2;18;Afrikaans;3;Female;WC;;Product1;2013;0;Cash;1
8;19;Afrikaans;3;Male;WC;;Null;2013;0;Cash;1
10;19;English;3;Male;WC;;Product1;2012;1;Cash;4
20;19;Afrikaans;3;Female;WC;;Product4;2013;1;Cash;1
23;19;English;4;Female;WC;;Null;2013;0;Cash;4
29;19;English;2;Male;WC;;Product3;2013;1;Cash;6
61;20;English;2;Female;WC;;Null;2013;0;Cash;6
73;20;English;2;Male;WC;H;Product10;2012;1;Cash;2
107;20;English;3;Male;WC;;Product3;2013;0;Cash;6
137;21;English;3;Male;WC;;Product3;2013;1;Cash;6
141;21;Afrikaans;3;Male;WC;;Product1;2013;1;Cash;1
145;21;Afrikaans;3;Male;WC;;Product1;2013;1;Cash;1
166;21;English;3;Male;WC;;Product3;2012;0;Cash;6
179;21;English;3;Female;WC;H;Product3;2011;0;Cash;2
189;21;English;3;Male;WC;;Product3;2013;1;Cash;6
190;21;English;3;Female;WC;;Product3;2013;1;Cash;6
192;21;English;2;Female;WC;G;Product3;2011;1;Cash;2
195;21;English;3;Female;WC;H;Product3;2010;0;Cash;2
207;21;English;2;Female;WC;;Product3;2012;1;Cash;6
210;21;Afrikaans;3;Male;WC;;Product4;2013;0;Cash;1
246;21;English;3;Male;WC;;Product3;2013;0;Cash;6
251;21;Afrikaans;3;Female;WC;G;Product1;2012;0;Debit;1
253;21;English;3;Male;WC;;Product1;2013;0;Cash;4
269;22;English;3;Male;WC;I;Product1;2013;0;Debit;2
280;22;English;3;Male;WC;I;Product10;2010;0;Cash;2
305;22;English;3;Female;WC;I;Product1;2011;0;Cash;2
308;22;Afrikaans;3;Male;WC;I;Product1;2011;0;Cash;1
311;22;English;2;Female;WC;I;Product5;2012;0;Cash;2
328;22;Afrikaans;2;Male;WC;H;Product3;2012;1;Cash;2
347;22;English;3;Male;WC;E;Product1;2011;1;Debit;4
352;22;English;3;Male;WC;I;Product3;2010;0;Debit;2
364;22;Afrikaans;3;Male;WC;H;Product10;2010;0;Cash;1
369;22;Afrikaans;3;Male;WC;I;Product5;2012;1;Cash;2
380;22;English;3;Male;WC;I;Product1;2010;1;Cash;2
383;22;English;3;Female;WC;;Product3;2013;0;Cash;6
385;22;Afrikaans;3;Female;WC;H;Product3;2011;1;Cash;1
413;22;English;3;Female;WC;H;Product3;2012;1;Cash;2
428;22;English;2;Female;WC;;Product3;2012;1;Cash;6
438;22;English;3;Female;WC;I;Product3;2013;0;Cash;2
467;22;English;2;Female;WC;;Product3;2013;1;Cash;6
471;22;English;3;Male;WC;I;Product1;2011;1;Cash;2
473;22;English;3;Female;WC;;Product4;2013;0;Cash;6
512;23;Afrikaans;3;Male;WC;;Product1;2013;1;Cash;1
513;23;Afrikaans;3;Female;WC;H;Product6;2009;0;Cash;1
547;23;English;2;Male;WC;;Product3;2013;0;Cash;6
548;23;English;3;Female;WC;;Product1;2013;0;Cash;4
558;23;English;2;Female;WC;H;Product3;2012;0;Cash;2
559;23;English;3;Male;WC;G;Product3;2012;1;Cash;2
560;23;English;1;Male;WC;E;Product1;2011;1;Cash;6
562;23;English;3;Male;WC;I;Product3;2012;1;Cash;2
565;23;English;3;Male;WC;G;Product1;2011;1;Debit;4
574;23;English;3;Female;WC;H;Product3;2012;1;Cash;2
582;23;Afrikaans;3;Male;WC;;Product6;2013;1;Cash;1
584;23;English;3;Male;WC;;Product4;2013;0;Cash;6
604;23;English;2;Male;WC;;Product3;2013;1;Cash;6
619;23;English;1;Female;WC;I;Product3;2012;0;Cash;2
622;23;English;3;Male;WC;H;Product3;2012;0;Cash;2
632;23;Afrikaans;3;Male;WC;I;Product3;2012;1;Cash;2
639;23;English;2;Female;WC;H;Product10;2012;0;Cash;2
642;23;English;3;Female;WC;I;Product1;2013;0;Debit;2
644;23;English;1;Female;WC;I;Product3;2012;1;Cash;2
656;23;English;3;Male;WC;;Product5;2013;0;Cash;6
667;23;English;2;Female;WC;;Product3;2013;1;Cash;6
710;23;English;3;Female;WC;;Product6;2013;1;Cash;6
739;23;Afrikaans;3;Male;WC;F;Product10;2009;1;Cash;1
754;23;English;3;Male;WC;I;Product3;2013;0;Cash;2
759;23;English;3;Male;WC;;Product1;2012;1;Cash;4
794;23;English;3;Male;WC;F;Product1;2012;0;Debit;4
800;23;English;3;Female;WC;G;Product1;2012;1;Cash;2
809;24;English;3;Female;WC;;Product3;2012;1;Cash;6
818;24;English;2;Female;WC;;Product3;2013;1;Debit;6
825;24;Afrikaans;3;Male;WC;H;Product6;2011;0;Cash;1
837;24;English;4;Male;WC;;Product3;2013;0;Cash;4
839;24;English;2;Male;WC;;Product3;2013;0;Cash;6
862;24;English;3;Male;WC;;Product3;2013;0;Cash;6
873;24;English;2;Male;WC;;Null;2012;0;Cash;6
888;24;English;2;Male;WC;G;Product3;2013;1;Cash;2
891;24;English;3;Female;WC;H;Product10;2010;1;Cash;4
895;24;English;3;Male;WC;;Product3;2013;0;Cash;6
908;24;English;3;Male;WC;;Product3;2013;1;Cash;6
927;24;English;2;Male;WC;H;Product1;2010;1;Cash;2
950;24;English;3;Female;WC;;Product3;2013;1;Cash;6
960;24;English;2;Female;WC;;Null;2012;1;Debit;5
965;24;English;2;Male;WC;G;Product3;2011;1;Cash;2
967;24;English;2;Female;WC;I;Product3;2013;1;Cash;2
975;24;English;3;Male;WC;;Product1;2010;1;Cash;4
976;24;English;2;Female;WC;I;Product3;2010;0;Cash;2
990;24;English;2;Male;WC;I;Product3;2011;1;Cash;2
