Number;Age;Language;CulturalProfile;Gender;Province;Income;Favoured_Product;JoinYear;Overdue;CurrentMOP;ClusterGroup
16155;40;English;2;Male;GP;I;Product3;2008;0;Debit;2
16156;40;English;3;Female;GP;C;Product1;1993;0;Debit;7
16166;40;Afrikaans;3;Male;GP;E;Product1;1997;0;Debit;1
16168;40;English;3;Male;GP;A;Product1;2000;0;Debit;4
16170;40;English;3;Male;GP;C;Product1;1994;0;Debit;7
16172;40;English;3;Male;GP;I;Product5;2011;0;Cash;2
16173;40;Afrikaans;3;Male;GP;D;Product1;2000;1;Debit;1
16176;40;English;2;Female;GP;A;Product1;2008;0;Debit;4
16180;40;English;2;Male;GP;F;Product3;2013;1;Cash;6
16183;40;English;3;Female;GP;;Null;2005;0;Cash;4
16184;40;English;3;Female;GP;G;Product3;2007;0;Debit;5
16189;40;English;3;Female;GP;A;Product1;2011;0;Debit;4
16194;40;English;1;Male;GP;A;Product1;2006;0;Debit;5
16198;40;English;2;Male;GP;C;Product3;2011;1;Cash;2
16199;40;English;2;Female;GP;G;Product4;2010;1;Cash;2
16200;40;English;2;Female;GP;G;Product3;2011;1;Cash;2
16202;40;English;2;Female;GP;G;Product3;2012;0;Cash;2
16205;40;English;2;Female;GP;A;Product1;2007;0;Debit;4
16208;40;English;2;Male;GP;A;Product1;2000;0;Debit;4
16209;40;Afrikaans;3;Female;GP;C;Product1;1998;0;Debit;1
16211;40;English;2;Male;GP;I;Product3;2010;1;Cash;2
16218;40;English;2;Male;GP;C;Product3;2008;0;Cash;6
16219;40;English;2;Male;GP;A;Product3;2007;0;Debit;5
16220;40;English;3;Female;GP;E;Product3;2012;0;Debit;5
16222;40;English;3;Female;GP;C;Product1;2005;0;Debit;4
16223;40;Afrikaans;3;Female;GP;D;Product1;1997;0;Debit;1
16226;40;English;3;Male;GP;C;Product3;1998;0;Debit;5
16230;40;English;2;Female;GP;F;Product3;2011;0;Cash;2
16231;40;English;3;Female;GP;D;Product1;1995;0;Cash;7
16232;40;English;2;Male;GP;E;Product3;2010;1;Cash;6
16233;40;English;2;Male;GP;C;Product3;2007;0;Cash;6
16234;40;English;1;Male;GP;A;Product3;2000;0;Debit;5
16235;40;English;3;Female;GP;F;Product1;2010;0;Debit;4
16236;40;English;2;Male;GP;G;Product3;2008;0;Cash;2
16239;40;English;3;Female;GP;;Product5;2013;0;Cash;6
16243;40;English;2;Female;GP;E;Product3;2007;0;Debit;5
16245;40;English;3;Male;GP;F;Product3;2010;1;Debit;5
16249;40;English;2;Female;GP;D;Product3;2010;1;Cash;2
16259;40;English;2;Male;GP;C;Product3;2010;1;Cash;6
16264;40;Afrikaans;3;Female;GP;C;Product1;2004;1;Cash;1
16265;40;English;2;Male;GP;B;Product1;2006;0;Debit;4
16268;40;English;2;Male;GP;A;Product3;2009;0;Debit;5
16269;40;English;2;Female;GP;C;Product3;2010;1;Cash;6
16270;40;English;2;Male;GP;C;Product3;2005;0;Debit;5
16271;40;English;3;Female;GP;C;Product3;2010;0;Debit;5
16279;40;English;2;Female;GP;C;Product3;2009;0;Debit;5
16280;40;English;3;Male;GP;I;Product3;2010;0;Cash;2
16282;40;Afrikaans;3;Female;GP;B;Null;2006;0;Cash;1
16283;40;English;1;Male;GP;A;Product1;1999;1;Debit;5
16292;40;English;2;Male;GP;A;Product1;2005;0;Cash;6
16299;40;English;3;Male;GP;B;Product1;2007;0;Cash;4
16304;40;English;2;Male;GP;I;Product3;2010;0;Cash;2
16305;40;English;2;Male;GP;H;Product3;2010;1;Cash;2
16308;40;English;2;Male;GP;C;Product3;2010;0;Debit;5
16309;40;English;2;Female;GP;H;Product3;2010;0;Debit;5
16310;40;English;2;Male;GP;C;Product1;2010;1;Cash;4
16315;40;English;2;Male;GP;I;Product3;2007;1;Cash;2
16318;40;English;2;Male;GP;H;Product3;2008;0;Debit;5
16319;40;English;2;Female;GP;I;Product3;2012;1;Cash;2
16321;40;English;2;Female;GP;;Product3;2013;0;Debit;6
16325;40;Afrikaans;3;Female;GP;C;Product1;2009;0;Cash;1
16327;40;English;2;Female;GP;I;Product3;2012;0;Cash;2
16329;40;English;2;Female;GP;;Product3;2011;1;Cash;6
16333;40;English;3;Male;GP;A;Product1;2005;0;Debit;4
16335;40;English;3;Female;GP;C;Product1;1997;1;Cash;4
16340;40;English;2;Male;GP;C;Product1;2008;1;Cash;4
16342;40;English;3;Male;GP;A;Product1;1999;0;Debit;4
16345;40;English;2;Female;GP;F;Product3;2010;1;Cash;2
16346;40;English;3;Female;GP;C;Product1;2000;0;Debit;4
16348;40;English;2;Male;GP;A;Product3;2008;0;Debit;5
16350;40;English;2;Male;GP;;Product1;2010;1;Cash;6
16351;40;Afrikaans;3;Female;GP;A;Product1;1996;0;Debit;1
16352;40;English;2;Male;GP;;Product3;2008;0;Cash;6
16353;40;English;2;Female;GP;B;Product3;2007;0;Debit;5
16356;40;English;2;Male;GP;A;Product1;2005;0;Debit;4
16360;40;English;2;Female;GP;F;Product3;2009;0;Cash;2
16361;40;English;2;Female;GP;;Product1;2013;0;Cash;6
16366;40;English;2;Male;GP;;Product3;2013;0;Cash;6
16367;40;English;2;Female;GP;G;Product3;2009;1;Debit;5
16371;40;English;2;Female;GP;H;Product3;2010;1;Cash;2
16375;40;English;2;Male;GP;G;Product3;2011;0;Cash;2
16378;40;English;2;Male;GP;I;Product3;2012;1;Cash;2
16385;40;English;2;Male;GP;D;Product3;2012;1;Debit;5
16386;40;English;2;Male;GP;D;Product3;2008;0;Debit;5
16387;40;English;2;Male;GP;A;Product1;2005;0;Debit;4
16390;40;English;2;Female;GP;H;Product3;2011;0;Cash;2
16391;40;English;2;Female;GP;G;Product3;2010;1;Debit;5
16392;40;English;2;Male;GP;D;Product3;2012;1;Cash;6
16395;40;English;3;Female;GP;C;Product3;2008;1;Cash;2
16398;40;English;3;Male;GP;A;Product1;2003;0;Debit;4
16402;40;English;3;Male;GP;E;Product1;2004;0;Debit;4
16405;40;English;2;Female;GP;I;Product3;2009;1;Cash;2
16408;40;English;2;Female;GP;D;Product6;2008;1;Debit;5
16411;40;English;2;Female;GP;C;Product3;2008;1;Cash;6
16413;40;English;2;Male;GP;B;Product1;2006;0;Cash;4
16415;40;Afrikaans;3;Male;GP;C;Product3;1995;0;Debit;1
16417;40;English;2;Male;GP;C;Product1;2011;0;Debit;4
16418;40;English;2;Male;GP;D;Product3;2012;1;Cash;6
16419;40;English;2;Male;GP;G;Product3;2012;1;Debit;5
16420;40;English;2;Female;GP;C;Product1;2004;0;Debit;5
16421;40;English;4;Female;GP;;Product3;2013;0;Cash;6
16422;40;English;3;Male;GP;D;Product1;2001;1;Cash;7
16423;40;English;3;Male;GP;A;Product1;2001;0;Cash;4
16426;40;English;3;Male;GP;C;Product1;2009;1;Cash;4
16427;40;English;3;Male;GP;C;Product1;1998;0;Debit;7
16432;40;English;2;Female;GP;C;Product3;2012;1;Cash;2
16433;40;English;2;Male;GP;;Product6;2013;0;Cash;6
16435;40;English;2;Female;GP;A;Product1;2008;1;Cash;2
16439;40;English;2;Male;GP;G;Product3;2008;0;Cash;2
16440;40;English;3;Female;GP;;Product3;2010;1;Cash;6
16444;40;English;2;Female;GP;H;Product3;2010;1;Cash;2
16445;40;English;2;Female;GP;G;Product3;2013;1;Debit;2
16446;40;English;2;Female;GP;I;Product3;2012;1;Cash;2
16447;40;English;2;Male;GP;D;Product3;2005;1;Debit;5
16449;40;English;1;Male;GP;A;Product1;2003;1;Cash;6
16451;40;English;2;Male;GP;B;Product1;2007;1;Cash;4
16458;40;English;3;Male;GP;C;Product1;2009;0;Debit;4
16459;40;English;3;Female;GP;A;Product1;2007;0;Debit;4
16472;40;English;2;Female;GP;H;Product3;2011;0;Cash;2
16474;40;English;3;Female;GP;I;Product1;2007;0;Cash;2
16478;40;English;2;Male;GP;F;Product1;2006;1;Cash;2
16481;40;English;3;Male;GP;C;Product1;1999;0;Debit;4
16482;40;English;2;Male;GP;G;Product5;2012;1;Cash;2
16483;40;English;2;Female;GP;H;Product3;2012;0;Cash;2
16484;40;English;2;Male;GP;F;Product3;2009;1;Cash;2
16488;40;Afrikaans;3;Male;GP;B;Product1;1991;0;Cash;1
16495;40;Afrikaans;3;Female;GP;H;Product3;2012;0;Debit;1
16496;40;English;2;Female;GP;A;Product1;2006;0;Debit;5
16500;41;English;2;Female;GP;C;Product3;2000;1;Debit;5
16501;41;English;2;Male;GP;I;Null;1998;0;Debit;2
16502;41;English;3;Male;GP;C;Product1;2009;0;Debit;4
16507;41;English;3;Male;GP;F;Product1;2000;0;Debit;7
16508;41;English;2;Female;GP;G;Product10;2012;0;Debit;5
16509;41;English;2;Female;GP;H;Product3;2010;0;Cash;2
16510;41;English;1;Female;GP;F;Product1;2000;0;Debit;5
16511;41;English;1;Female;GP;A;Product1;1993;1;Cash;6
16513;41;Afrikaans;3;Female;GP;C;Product3;2011;0;Debit;1
16515;41;English;2;Female;GP;;Product3;2013;0;Cash;6
16516;41;English;2;Male;GP;A;Product3;2006;1;Cash;6
16517;41;English;3;Male;GP;A;Product1;2006;1;Cash;4
16518;41;English;2;Male;GP;H;Product3;2011;1;Cash;2
16521;41;English;2;Male;GP;C;Product3;2007;1;Debit;5
16522;41;Afrikaans;3;Female;GP;E;Product1;2007;0;Debit;1
16523;41;English;3;Male;GP;B;Product1;2000;0;Debit;4
16524;41;English;2;Male;GP;A;Product3;2007;0;Debit;5
16525;41;English;3;Female;GP;D;Product1;2006;0;Debit;4
16529;41;English;2;Male;GP;A;Product1;2002;0;Debit;4
16534;41;English;2;Male;GP;;Product3;2013;0;Cash;6
16535;41;English;3;Male;GP;A;Product6;2012;0;Debit;4
16536;41;English;2;Female;GP;;Product3;2013;1;Cash;6
16538;41;English;2;Female;GP;G;Product6;2009;1;Cash;2
16539;41;Afrikaans;3;Female;GP;B;Product1;2009;1;Cash;1
16541;41;English;3;Female;GP;C;Product1;2012;0;Cash;4
16542;41;English;2;Female;GP;C;Product1;2009;0;Debit;5
16548;41;Afrikaans;3;Male;GP;C;Product1;1994;0;Debit;1
16549;41;Afrikaans;3;Male;GP;C;Product1;1999;0;Debit;1
16550;41;English;2;Male;GP;H;Product3;2009;1;Cash;2
16551;41;Afrikaans;3;Male;GP;A;Product1;1992;0;Debit;1
16552;41;English;2;Male;GP;H;Product5;2011;0;Cash;2
16558;41;Afrikaans;3;Male;GP;G;Product1;1999;1;Cash;1
16559;41;English;2;Male;GP;;Product1;2011;1;Cash;6
16564;41;English;2;Male;GP;;Product3;2013;0;Cash;6
16568;41;English;3;Male;GP;A;Product1;2002;0;Debit;4
16571;41;English;2;Female;GP;I;Product3;2008;0;Cash;2
16573;41;English;1;Male;GP;I;Product3;2009;0;Cash;2
16574;41;English;2;Female;GP;F;Product1;2010;1;Debit;5
16578;41;Afrikaans;3;Male;GP;A;Product1;1997;1;Debit;1
16579;41;English;2;Male;GP;G;Product3;2012;1;Cash;2
16580;41;English;2;Female;GP;G;Product3;2010;1;Cash;6
16582;41;English;3;Male;GP;B;Product3;2000;0;Debit;4
16583;41;English;2;Female;GP;;Product6;2013;0;Cash;6
16584;41;English;3;Female;GP;C;Product1;2013;0;Debit;4
16586;41;English;2;Male;GP;C;Product3;2008;1;Cash;2
16596;41;English;2;Male;GP;D;Product3;2008;0;Debit;5
16603;41;English;2;Female;GP;D;Product3;2011;0;Cash;6
16607;41;English;2;Female;GP;H;Product3;2013;1;Cash;2
16618;41;English;3;Male;GP;A;Product1;2004;0;Debit;4
16621;41;English;2;Male;GP;;Product3;2010;1;Cash;6
16622;41;English;2;Female;GP;H;Product3;2012;1;Debit;5
16627;41;English;3;Female;GP;B;Product1;1996;0;Debit;7
16630;41;English;3;Male;GP;C;Product1;2009;0;Debit;4
16631;41;English;3;Male;GP;F;Product1;1994;0;Debit;7
16633;41;English;2;Male;GP;G;Product3;2012;1;Cash;2
16636;41;English;2;Male;GP;D;Product10;2011;1;Cash;4
16638;41;English;2;Female;GP;;Product3;2013;0;Debit;5
16639;41;English;2;Male;GP;A;Product3;2006;0;Debit;5
16640;41;English;2;Male;GP;A;Product3;2008;0;Debit;5
16644;41;English;1;Female;GP;;Product2;1996;0;Cash;6
16645;41;English;2;Female;GP;E;Product3;2011;0;Debit;5
16648;41;English;3;Male;GP;;Product4;2013;0;Cash;6
16651;41;English;3;Male;GP;A;Product1;1997;0;Debit;7
16653;41;English;2;Male;GP;;Product3;2013;1;Cash;6
16654;41;Afrikaans;3;Male;GP;B;Product1;1988;0;Debit;1
16655;41;English;3;Male;GP;A;Product1;2006;0;Debit;4
16657;41;English;3;Female;GP;G;Product3;2012;0;Debit;5
16659;41;English;3;Male;GP;C;Product3;2011;1;Cash;2
16660;41;English;3;Male;GP;C;Product7;2012;1;Cash;6
16663;41;English;2;Male;GP;I;Product3;2009;1;Cash;2
16664;41;English;2;Female;GP;I;Product3;2009;1;Cash;2
16667;41;English;3;Male;GP;B;Product1;2002;0;Debit;4
16668;41;English;2;Male;GP;F;Product3;2011;1;Cash;2
16669;41;Afrikaans;3;Female;GP;;Product3;2013;1;Cash;6
16674;41;English;3;Female;GP;D;Product1;1996;0;Debit;7
16676;41;English;3;Male;GP;B;Product1;1994;0;Debit;7
16679;41;English;2;Female;GP;B;Product1;2009;0;Debit;4
16684;41;English;2;Male;GP;C;Product1;2005;0;Debit;4
16687;41;English;3;Female;GP;;Product1;2013;0;Debit;4
16693;41;English;2;Male;GP;E;Product3;2009;1;Cash;6
16695;41;English;3;Male;GP;G;Product3;2012;1;Cash;2
16696;41;English;3;Male;GP;A;Product1;2009;0;Cash;4
16697;41;English;2;Female;GP;E;Product3;2011;1;Debit;2
16700;41;English;3;Male;GP;;Product3;2008;1;Cash;6
16704;41;English;2;Male;GP;I;Product3;2012;1;Cash;2
16712;41;English;2;Female;GP;A;Product1;2008;0;Debit;4
16715;41;English;3;Female;GP;A;Product1;2003;0;Debit;4
16716;41;Afrikaans;3;Female;GP;;Null;1992;0;Cash;1
16717;41;English;2;Male;GP;;Product3;2013;0;Cash;6
16718;41;English;3;Male;GP;A;Product1;1996;1;Cash;4
16724;41;English;1;Female;GP;F;Product1;2007;0;Debit;5
16727;41;English;3;Male;GP;A;Product1;2002;1;Cash;4
16728;41;English;2;Female;GP;G;Product3;2008;1;Cash;2
16730;41;English;2;Female;GP;B;Product3;2007;0;Debit;5
16731;41;English;3;Male;GP;B;Product1;1999;0;Debit;4
16741;41;English;2;Male;GP;E;Product1;2006;0;Debit;4
16742;41;English;2;Male;GP;G;Product3;2003;1;Cash;2
16746;41;English;2;Male;GP;B;Product1;2003;1;Cash;4
16748;41;English;2;Male;GP;C;Product3;2012;1;Cash;2
16751;41;English;2;Female;GP;C;Product3;2010;1;Cash;2
16752;41;English;3;Male;GP;C;Product3;2010;1;Cash;6
16758;41;English;3;Male;GP;B;Product1;2006;1;Cash;4
16760;41;English;2;Male;GP;G;Product3;2009;0;Cash;2
16763;41;English;3;Male;GP;C;Product1;2003;1;Debit;4
16766;41;English;3;Male;GP;F;Product1;1999;1;Cash;4
16768;41;English;2;Male;GP;I;Product3;2012;1;Cash;2
16771;41;English;3;Female;GP;C;Product1;2000;0;Debit;7
16775;41;English;3;Female;GP;C;Product3;2011;0;Cash;6
16777;41;English;3;Female;GP;C;Product1;2006;0;Debit;4
16780;41;English;2;Male;GP;D;Product3;2012;0;Debit;5
16785;41;English;3;Female;GP;C;Product1;2012;0;Debit;4
16786;41;English;3;Male;GP;A;Product1;1996;1;Cash;7
16788;41;English;3;Female;GP;C;Product1;1998;0;Debit;7
16791;41;English;3;Female;GP;B;Product1;1996;0;Debit;7
16792;41;English;2;Male;GP;E;Product1;2008;0;Cash;4
16793;41;Afrikaans;3;Female;GP;C;Product1;2005;0;Debit;1
16799;41;English;2;Male;GP;;Null;2013;0;Cash;6
16802;41;English;2;Female;GP;I;Product1;2008;0;Cash;2
16811;41;English;2;Female;GP;E;Product3;2006;0;Debit;5
16813;41;English;2;Male;GP;A;Product3;2012;0;Debit;5
16817;41;English;2;Male;GP;E;Product3;2008;1;Cash;2
16819;41;English;2;Male;GP;G;Product3;2011;1;Cash;2
16820;41;English;2;Female;GP;H;Product3;2012;1;Cash;2
16821;41;English;3;Male;GP;C;Product3;2005;1;Cash;6
16826;41;Afrikaans;3;Male;GP;B;Product1;1997;0;Debit;1
16829;41;English;2;Female;GP;F;Product3;2012;1;Cash;2
16832;41;English;2;Male;GP;G;Product3;2012;0;Debit;5
16836;41;English;3;Female;GP;E;Product10;2012;0;Debit;4
16837;41;Afrikaans;3;Male;GP;A;Product1;2002;0;Debit;1
16839;41;English;3;Male;GP;A;Product1;1998;1;Cash;4
16840;41;English;2;Male;GP;B;Product1;2002;1;Debit;5
16841;41;English;2;Female;GP;;Product3;2011;1;Cash;6
16845;41;English;2;Female;GP;C;Product3;2007;0;Debit;5
16846;41;English;2;Male;GP;;Product3;2008;0;Cash;6
16849;41;English;2;Male;GP;H;Product3;2012;1;Cash;2
16851;41;English;2;Male;GP;G;Product3;2004;1;Cash;2
16853;41;English;2;Female;GP;G;Product3;2010;1;Cash;2
16857;41;English;2;Male;GP;;Product3;2009;1;Cash;6
16863;41;English;2;Male;GP;A;Product3;2008;0;Cash;6
16864;41;English;2;Male;GP;B;Product1;1995;0;Cash;7
16871;41;English;2;Male;GP;G;Product3;2011;1;Cash;2
16873;41;English;2;Male;GP;;Product2;2013;1;Debit;6
16874;41;Afrikaans;3;Male;GP;C;Product1;1989;0;Debit;1
16880;41;English;2;Male;GP;D;Product3;2011;0;Debit;5
16882;41;English;1;Male;GP;B;Product3;2009;0;Debit;5
16883;41;English;1;Male;GP;D;Product3;2008;0;Debit;5
16884;41;English;3;Male;GP;A;Product1;2011;0;Debit;4
16886;41;English;2;Female;GP;C;Product1;2010;0;Debit;5
16887;41;English;3;Male;GP;B;Product3;2001;0;Debit;5
16888;41;Afrikaans;3;Male;GP;G;Product1;2005;0;Debit;1
16890;41;English;3;Female;GP;A;Product1;2000;1;Cash;4
16891;41;English;2;Female;GP;G;Product3;1997;1;Cash;2
16893;41;English;3;Male;GP;B;Product1;1996;1;Cash;7
16895;41;English;2;Female;GP;C;Product1;2010;0;Debit;5
16899;41;English;3;Male;GP;E;Product6;2000;0;Cash;2
16911;41;English;1;Female;GP;A;Product1;2005;0;Debit;5
16917;41;English;2;Female;GP;;Product3;2013;0;Cash;6
16921;41;English;3;Male;GP;A;Product1;2006;1;Debit;4
16922;41;English;2;Male;GP;C;Product1;2005;1;Debit;5
16926;41;English;2;Male;GP;;Product3;2013;0;Cash;6
16927;41;English;2;Male;GP;;Product3;2011;1;Cash;6
16930;41;English;3;Male;GP;B;Product1;1998;0;Cash;4
16937;41;English;2;Female;GP;E;Product3;2009;1;Debit;5
16939;41;English;2;Female;GP;;Product3;2013;1;Cash;6
16942;41;Afrikaans;3;Male;GP;H;Product1;2011;1;Cash;1
16944;41;English;2;Female;GP;D;Product3;2011;0;Debit;5
16945;41;English;3;Male;GP;A;Product10;2012;0;Cash;4
16946;41;English;3;Male;GP;B;Product1;2003;0;Debit;4
16947;41;English;2;Male;GP;;Product6;2007;0;Cash;6
16949;41;English;3;Female;GP;E;Product1;1998;0;Debit;7
16951;41;English;2;Male;GP;;Product3;2009;1;Cash;6
16953;41;English;2;Female;GP;C;Product3;2005;1;Debit;5
16954;41;English;2;Male;GP;H;Product6;2012;1;Cash;2
16962;41;English;2;Male;GP;G;Product3;2009;0;Cash;2
16966;41;English;2;Male;GP;I;Product3;2007;1;Cash;2
16967;41;English;2;Female;GP;F;Product3;2012;1;Debit;2
16973;41;English;3;Male;GP;A;Product1;2004;0;Debit;4
16975;41;English;3;Female;GP;B;Product1;1998;1;Cash;7
16977;41;English;1;Male;GP;A;Product6;2009;0;Debit;5
16978;41;English;2;Male;GP;C;Product1;2006;0;Debit;4
16980;41;English;3;Female;GP;C;Product3;2012;0;Debit;5
16983;41;English;2;Female;GP;C;Product3;2008;0;Cash;6
16984;41;English;2;Male;GP;F;Product3;2009;1;Cash;2
16985;41;English;2;Female;GP;G;Product6;2010;0;Cash;2
16989;41;English;2;Female;GP;;Null;2013;0;Cash;6
16990;41;English;2;Female;GP;H;Product3;2010;0;Cash;2
16992;41;Afrikaans;3;Female;GP;B;Product1;1996;0;Debit;1
16994;41;Afrikaans;3;Female;GP;G;Product1;1994;1;Cash;1
16997;41;English;3;Female;GP;C;Product3;2008;1;Cash;2
17005;41;English;3;Male;GP;A;Product1;1998;1;Cash;4
17007;41;English;3;Female;GP;B;Product1;2007;0;Cash;4
17008;41;English;3;Female;GP;G;Product1;2007;0;Debit;4
17009;41;English;3;Female;GP;C;Product3;2011;1;Cash;2
17010;41;English;3;Female;GP;B;Product1;2012;0;Debit;4
17012;41;English;3;Female;GP;B;Product1;2009;0;Debit;4
17017;41;English;3;Female;GP;;Product1;2013;0;Debit;4
17018;41;English;2;Male;GP;;Product3;2013;0;Cash;6
17019;41;English;3;Male;GP;A;Product1;2006;0;Debit;4
17021;41;English;2;Female;GP;F;Product1;2008;1;Debit;5
17022;41;English;3;Male;GP;A;Product1;2009;0;Debit;4
17023;41;English;3;Male;GP;G;Product1;2008;1;Cash;4
17024;41;English;2;Male;GP;I;Product3;2012;1;Cash;2
17025;41;English;2;Male;GP;F;Product3;2004;1;Cash;2
17027;41;Afrikaans;3;Female;GP;A;Product1;1999;0;Debit;1
17032;41;English;2;Male;GP;;Product6;2013;1;Cash;6
17039;41;English;2;Female;GP;I;Product3;2008;0;Cash;2
17040;41;English;2;Male;GP;I;Product3;2011;1;Cash;2
17042;41;English;2;Male;GP;D;Product3;2009;0;Debit;5
17045;41;English;4;Female;GP;G;Product3;2012;1;Cash;2
17046;41;English;2;Male;GP;;Product3;2007;1;Cash;6
17049;41;English;3;Female;GP;A;Product1;2010;0;Debit;4
17057;41;English;3;Female;GP;C;Product1;2008;0;Cash;4
17062;41;English;3;Female;GP;C;Product1;2010;0;Debit;4
17063;41;English;3;Male;GP;C;Product1;2005;1;Debit;4
17064;41;English;3;Female;GP;C;Product1;2004;0;Debit;4
17066;41;English;1;Male;GP;A;Product1;2005;0;Debit;5
17067;41;Afrikaans;3;Male;GP;A;Product1;2001;0;Debit;1
17071;41;English;2;Male;GP;G;Product10;2012;0;Debit;5
17073;41;Afrikaans;3;Female;GP;C;Product3;2013;0;Debit;1
17074;41;English;2;Female;GP;;Product3;2013;1;Cash;6
17078;41;English;2;Female;GP;F;Product3;2012;0;Debit;5
17084;41;English;2;Male;GP;;Null;2013;0;Cash;6
17089;41;English;2;Male;GP;B;Product1;1999;0;Debit;4
17090;41;English;2;Male;GP;;Product6;2013;0;Cash;6
17094;41;English;2;Male;GP;B;Product3;2011;0;Cash;2
17097;41;Afrikaans;3;Male;GP;A;Product10;1994;0;Debit;1
17099;41;English;2;Female;GP;H;Product3;2010;1;Cash;2
17101;41;English;2;Male;GP;C;Product3;2010;0;Cash;6
17114;41;English;2;Female;GP;G;Product1;2011;1;Cash;2
17119;41;English;2;Female;GP;B;Product1;2011;0;Debit;5
17122;41;English;3;Female;GP;G;Product3;1994;1;Debit;7
17128;41;English;1;Male;GP;D;Product1;1992;0;Debit;5
17129;41;English;1;Female;GP;I;Product3;2012;1;Cash;2
17130;41;English;3;Female;GP;C;Product1;2000;0;Debit;4
17131;41;English;3;Male;GP;E;Product3;2010;1;Cash;2
17132;41;English;2;Female;GP;E;Product1;2006;0;Debit;5
17135;41;English;3;Female;GP;;Product3;2008;1;Cash;6
17136;41;English;1;Male;GP;E;Product1;2007;0;Debit;5
17138;41;English;3;Male;GP;C;Product6;2006;0;Cash;6
17139;41;English;2;Male;GP;E;Product3;2012;1;Cash;2
17143;41;English;4;Female;GP;;Product4;2013;0;Debit;4
17150;41;English;3;Female;GP;F;Product3;2012;0;Debit;5
17152;41;English;3;Male;GP;A;Product1;2003;0;Debit;4
17154;41;English;3;Male;GP;I;Product3;2012;0;Cash;2
17158;41;English;2;Male;GP;F;Product3;2012;1;Cash;2
17160;41;English;3;Male;GP;E;Product1;2005;0;Debit;4
17165;41;English;3;Male;GP;;Product1;2001;0;Debit;4
17166;41;English;2;Female;GP;C;Product1;2010;1;Cash;2
17167;41;English;2;Male;GP;B;Product3;2008;0;Cash;6
17172;41;English;2;Male;GP;;Product1;2009;0;Debit;4
17174;41;English;2;Male;GP;E;Product3;2011;1;Debit;5
17177;41;Afrikaans;3;Female;GP;A;Product1;2004;1;Cash;1
17179;41;English;2;Male;GP;C;Product3;2009;0;Debit;5
17180;41;Afrikaans;3;Male;GP;A;Product1;1996;0;Debit;1
17182;41;English;3;Male;GP;A;Product1;1996;0;Debit;7
17186;41;English;3;Female;GP;B;Product1;2001;0;Debit;4
17190;41;English;2;Female;GP;H;Product3;2010;0;Cash;2
17192;41;English;3;Male;GP;A;Product1;1998;0;Debit;4
17195;41;English;2;Female;GP;;Product3;2011;1;Cash;6
17197;41;English;3;Male;GP;A;Product1;2010;0;Debit;4
17208;41;English;1;Male;GP;A;Product1;1999;0;Debit;5
17211;41;English;2;Male;GP;I;Product3;2010;1;Cash;2
17213;41;English;2;Male;GP;E;Product1;2007;0;Debit;4
17216;41;English;2;Female;GP;C;Product3;2012;0;Debit;5
17219;41;English;2;Male;GP;E;Product3;2011;1;Cash;2
17224;41;English;2;Female;GP;A;Product3;1999;0;Debit;5
17227;41;English;2;Male;GP;G;Product3;2009;0;Cash;2
17228;41;English;2;Male;GP;A;Product1;2003;0;Debit;4
17230;41;English;2;Female;GP;D;Null;2010;0;Debit;5
17231;41;English;3;Male;GP;;Product3;2010;1;Cash;6
17234;41;English;1;Female;GP;G;Product3;1995;0;Cash;2
17235;41;English;2;Female;GP;C;Product3;2011;0;Cash;6
17237;41;English;2;Male;GP;G;Product3;2012;1;Cash;2
17238;41;English;2;Male;GP;E;Product3;2012;1;Cash;6
17240;41;English;3;Female;GP;A;Product1;2011;0;Debit;4
17244;41;English;3;Male;GP;B;Product1;1994;0;Debit;7
17248;41;English;3;Male;GP;A;Product1;1996;0;Debit;7
17250;41;English;2;Male;GP;A;Product3;2006;1;Cash;2
17255;41;Afrikaans;3;Male;GP;C;Product1;2006;1;Cash;1
17257;41;English;3;Female;GP;E;Product1;2010;0;Debit;4
17258;41;English;3;Male;GP;F;Product3;2010;1;Cash;2
17262;41;English;2;Male;GP;C;Product3;2009;1;Cash;6
17266;41;English;2;Male;GP;C;Product1;2006;0;Debit;5
17267;41;English;2;Female;GP;G;Product3;2012;1;Cash;2
17268;41;English;3;Female;GP;D;Product3;2008;1;Cash;2
17272;41;English;2;Male;GP;;Product1;2013;0;Cash;6
17273;41;Afrikaans;3;Male;GP;A;Product1;1995;1;Cash;1
17280;41;Afrikaans;3;Male;GP;A;Product1;1998;0;Debit;1
17281;41;English;3;Female;GP;C;Product3;2012;0;Debit;5
17287;41;English;3;Female;GP;C;Product1;2011;0;Debit;4
17289;41;English;2;Male;GP;H;Product3;2012;0;Cash;2
17291;41;English;3;Female;GP;C;Product3;2008;0;Debit;5
17292;41;English;2;Female;GP;H;Product3;2011;1;Cash;2
17295;41;English;2;Female;GP;D;Product1;2009;1;Cash;2
17297;41;English;2;Male;GP;H;Product6;2011;1;Cash;2
17298;41;English;2;Male;GP;;Product3;2013;1;Cash;6
17299;41;English;3;Male;GP;B;Product1;2004;0;Debit;4
17303;41;English;3;Female;GP;B;Product3;2011;0;Debit;5
17304;41;English;2;Female;GP;D;Product3;2010;0;Debit;5
17305;41;English;2;Male;GP;D;Product1;2009;1;Cash;4
17307;41;English;2;Male;GP;B;Product3;2006;1;Cash;2
17309;41;Afrikaans;3;Male;GP;A;Product1;2000;0;Debit;1
17312;41;English;3;Male;GP;A;Product1;2007;0;Cash;4
